:START_ID,:END_ID,:TYPE,restriction,restriction_value,label
obo.FOODON_00003107,UPPER_AND_2703,equivalent_to,,,
obo.PO_0030108,UPPER_AND_2703,member_of,,,
UPPER_BLANK_2965,UPPER_AND_2703,member_of,,,
UPPER_BLANK_2965,obo.NCBITaxon_193516,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003108,obo.FOODON_00003394,is_a,,,
obo.FOODON_00003109,obo.FOODON_00001242,is_a,,,
UPPER_BLANK_2966,obo.FOODON_00003109,is_a,,,
UPPER_BLANK_2966,obo.FOODON_03412950,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003110,obo.FOODON_00002689,is_a,,,
UPPER_BLANK_2967,obo.FOODON_00003110,is_a,,,
UPPER_BLANK_2967,obo.FOODON_00003568,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003111,UPPER_AND_2704,equivalent_to,,,
obo.FOODON_00002689,UPPER_AND_2704,member_of,,,
UPPER_BLANK_2968,UPPER_AND_2704,member_of,,,
UPPER_BLANK_2968,obo.NCBITaxon_999584,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003112,UPPER_AND_2705,equivalent_to,,,
obo.PO_0030108,UPPER_AND_2705,member_of,,,
UPPER_AND_2705,UPPER_AND_2706,member_of,,,
UPPER_BLANK_2969,UPPER_AND_2706,member_of,,,
UPPER_BLANK_2969,obo.NCBITaxon_198777,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_2970,UPPER_AND_2706,member_of,,,
UPPER_BLANK_2970,obo.NCBITaxon_198777,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003113,UPPER_AND_2707,equivalent_to,,,
obo.FOODON_00001015,UPPER_AND_2707,member_of,,,
UPPER_BLANK_2971,UPPER_AND_2707,member_of,,,
UPPER_BLANK_2971,obo.NCBITaxon_4432,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003114,obo.FOODON_03411083,is_a,,,
obo.FOODON_00003115,obo.FOODON_00001172,is_a,,,
obo.FOODON_00003116,UPPER_AND_2708,equivalent_to,,,
obo.FOODON_00003115,UPPER_AND_2708,member_of,,,
UPPER_BLANK_2972,UPPER_AND_2708,member_of,,,
UPPER_BLANK_2972,obo.FOODON_00003114,obo.RO_0001000,SOME,,derives from
UPPER_BLANK_2973,obo.FOODON_00003117,equivalent_to,,,
UPPER_BLANK_2973,obo.NCBITaxon_119951,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003118,UPPER_AND_2709,equivalent_to,,,
obo.FOODON_00001173,UPPER_AND_2709,member_of,,,
UPPER_BLANK_2974,UPPER_AND_2709,member_of,,,
UPPER_BLANK_2974,obo.FOODON_03411515,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003119,obo.FOODON_00003689,is_a,,,
obo.FOODON_00003120,obo.FOODON_03413391,is_a,,,
obo.FOODON_00003121,obo.FOODON_00003665,is_a,,,
obo.FOODON_00003122,UPPER_AND_2710,equivalent_to,,,
obo.FOODON_00001147,UPPER_AND_2710,member_of,,,
UPPER_BLANK_2975,UPPER_AND_2710,member_of,,,
UPPER_BLANK_2975,obo.FOODON_00003123,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003123,obo.FOODON_03411018,is_a,,,
obo.FOODON_00003124,obo.FOODON_00001640,is_a,,,
obo.FOODON_00003124,obo.FOODON_00003719,is_a,,,
obo.FOODON_00003125,obo.FOODON_03411599,is_a,,,
UPPER_BLANK_2976,obo.FOODON_00003125,is_a,,,
UPPER_BLANK_2976,obo.NCBITaxon_3749,obo.RO_0002162,SOME,,in taxon
obo.FOODON_00003126,obo.FOODON_00003125,is_a,,,
obo.FOODON_00003127,obo.FOODON_00001158,is_a,,,
obo.FOODON_00003127,obo.FOODON_00003651,is_a,,,
obo.FOODON_00003128,obo.FOODON_00003779,is_a,,,
obo.FOODON_00003129,obo.FOODON_03411200,is_a,,,
obo.FOODON_00003130,UPPER_AND_2711,equivalent_to,,,
obo.FOODON_00002143,UPPER_AND_2711,member_of,,,
UPPER_BLANK_2977,UPPER_AND_2711,member_of,,,
UPPER_BLANK_2977,obo.NCBITaxon_3712,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003131,UPPER_AND_2712,equivalent_to,,,
obo.PO_0030104,UPPER_AND_2712,member_of,,,
UPPER_AND_2712,UPPER_AND_2713,member_of,,,
UPPER_BLANK_2978,UPPER_AND_2713,member_of,,,
UPPER_BLANK_2978,obo.NCBITaxon_4565,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_2979,UPPER_AND_2713,member_of,,,
UPPER_BLANK_2979,obo.NCBITaxon_4565,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003132,obo.FOODON_03411614,is_a,,,
obo.FOODON_00003133,obo.FOODON_00001057,is_a,,,
obo.FOODON_00003134,UPPER_AND_2714,equivalent_to,,,
obo.FOODON_00001640,UPPER_AND_2714,member_of,,,
UPPER_BLANK_2980,UPPER_AND_2714,member_of,,,
UPPER_BLANK_2980,obo.FOODON_03411501,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003135,obo.FOODON_00003676,is_a,,,
obo.FOODON_00003136,UPPER_AND_2715,equivalent_to,,,
obo.FOODON_00001640,UPPER_AND_2715,member_of,,,
UPPER_BLANK_2981,UPPER_AND_2715,member_of,,,
UPPER_BLANK_2981,obo.FOODON_00003045,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003137,obo.FOODON_03411614,is_a,,,
obo.FOODON_00003138,obo.FOODON_00001149,is_a,,,
obo.FOODON_00003139,UPPER_AND_2716,equivalent_to,,,
obo.FOODON_00001764,UPPER_AND_2716,member_of,,,
UPPER_BLANK_2982,UPPER_AND_2716,member_of,,,
UPPER_BLANK_2982,obo.FOODON_03411454,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003140,obo.FOODON_00002276,is_a,,,
obo.FOODON_00003141,obo.FOODON_00002079,is_a,,,
obo.FOODON_00003141,obo.PO_0009001,is_a,,,
obo.FOODON_00003141,UPPER_AND_2717,is_a,,,
UPPER_BLANK_2983,UPPER_AND_2717,member_of,,,
UPPER_BLANK_2983,obo.NCBITaxon_54446,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_2984,UPPER_AND_2717,member_of,,,
UPPER_BLANK_2984,obo.NCBITaxon_54446,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003142,obo.FOODON_00001777,is_a,,,
obo.FOODON_00003143,obo.FOODON_00002352,is_a,,,
obo.FOODON_00003144,obo.FOODON_00001244,is_a,,,
obo.FOODON_00003145,obo.FOODON_00001180,is_a,,,
obo.FOODON_00003146,obo.FOODON_03307663,is_a,,,
obo.FOODON_00003147,obo.FOODON_03317089,is_a,,,
obo.FOODON_00003148,obo.FOODON_00001038,is_a,,,
obo.FOODON_00003149,obo.FOODON_00001061,is_a,,,
obo.FOODON_00003150,obo.FOODON_00001061,is_a,,,
obo.FOODON_00003151,obo.FOODON_00002165,is_a,,,
obo.FOODON_00003152,obo.FOODON_00002165,is_a,,,
obo.FOODON_00003153,obo.FOODON_03411565,is_a,,,
obo.FOODON_00003154,obo.FOODON_00001141,is_a,,,
UPPER_BLANK_2985,obo.FOODON_00003154,is_a,,,
UPPER_BLANK_2985,obo.NCBITaxon_58933,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003155,obo.FOODON_00002165,is_a,,,
obo.FOODON_00003156,obo.FOODON_00001006,is_a,,,
obo.FOODON_00003156,obo.FOODON_00001873,is_a,,,
obo.FOODON_00003157,obo.FOODON_00001587,is_a,,,
obo.FOODON_00003158,obo.FOODON_00001604,is_a,,,
obo.FOODON_00003159,obo.FOODON_00001604,is_a,,,
obo.FOODON_00003160,obo.FOODON_03411267,is_a,,,
obo.FOODON_00003161,obo.FOODON_03411267,is_a,,,
obo.FOODON_00003162,obo.FOODON_00001608,is_a,,,
obo.FOODON_00003163,obo.FOODON_00004237,is_a,,,
obo.FOODON_00003164,UPPER_AND_2718,equivalent_to,,,
obo.FOODON_00001635,UPPER_AND_2718,member_of,,,
UPPER_BLANK_2986,UPPER_AND_2718,member_of,,,
UPPER_BLANK_2986,obo.NCBITaxon_3886,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003165,UPPER_AND_2719,equivalent_to,,,
obo.FOODON_00002812,UPPER_AND_2719,member_of,,,
UPPER_BLANK_2987,UPPER_AND_2719,member_of,,,
UPPER_BLANK_2987,obo.NCBITaxon_3886,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003166,UPPER_AND_2720,equivalent_to,,,
obo.FOODON_00001640,UPPER_AND_2720,member_of,,,
UPPER_BLANK_2988,UPPER_AND_2720,member_of,,,
UPPER_BLANK_2988,obo.FOODON_00003167,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003167,obo.FOODON_03411614,is_a,,,
obo.FOODON_00003168,obo.FOODON_00003677,is_a,,,
obo.FOODON_00003169,obo.FOODON_00003720,is_a,,,
obo.FOODON_00003170,UPPER_AND_2721,equivalent_to,,,
obo.FOODON_00001245,UPPER_AND_2721,member_of,,,
obo.FOODON_03311585,UPPER_AND_2721,member_of,,,
obo.FOODON_00003171,obo.FOODON_00003685,is_a,,,
obo.FOODON_00003172,UPPER_AND_2722,equivalent_to,,,
obo.FOODON_00002069,UPPER_AND_2722,member_of,,,
UPPER_BLANK_2989,UPPER_AND_2722,member_of,,,
UPPER_BLANK_2989,obo.NCBITaxon_35875,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003173,obo.FOODON_03411281,is_a,,,
obo.FOODON_00003174,obo.FOODON_03411524,is_a,,,
obo.FOODON_00003175,obo.FOODON_03303171,is_a,,,
obo.FOODON_00003177,obo.FOODON_00002129,is_a,,,
UPPER_BLANK_2990,obo.FOODON_00003177,is_a,,,
UPPER_BLANK_2990,obo.FOODON_03411049,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003178,obo.FOODON_03411208,is_a,,,
obo.FOODON_00003179,UPPER_AND_2723,equivalent_to,,,
obo.FOODON_00001015,UPPER_AND_2723,member_of,,,
UPPER_BLANK_2991,UPPER_AND_2723,member_of,,,
UPPER_BLANK_2991,obo.NCBITaxon_392747,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003180,UPPER_AND_2724,equivalent_to,,,
obo.FOODON_00002689,UPPER_AND_2724,member_of,,,
UPPER_BLANK_2992,UPPER_AND_2724,member_of,,,
UPPER_BLANK_2992,obo.FOODON_00003168,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003181,obo.FOODON_00003672,is_a,,,
obo.FOODON_00003181,obo.FOODON_03309756,is_a,,,
obo.FOODON_00003182,UPPER_AND_2725,equivalent_to,,,
obo.FOODON_00001172,UPPER_AND_2725,member_of,,,
UPPER_BLANK_2993,UPPER_AND_2725,member_of,,,
UPPER_BLANK_2993,obo.NCBITaxon_3999,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003183,obo.FOODON_00003795,is_a,,,
UPPER_BLANK_2994,obo.FOODON_00003183,is_a,,,
UPPER_BLANK_2994,obo.FOODON_03400149,obo.RO_0002350,SOME,,member of
obo.FOODON_00003184,obo.FOODON_00001875,is_a,,,
obo.FOODON_00003185,obo.FOODON_00001183,is_a,,,
obo.FOODON_00003186,obo.FOODON_00001626,is_a,,,
obo.FOODON_00003187,obo.FOODON_00001280,is_a,,,
obo.FOODON_00003188,obo.FOODON_00001977,is_a,,,
obo.FOODON_00003189,obo.FOODON_03301977,is_a,,,
obo.FOODON_00003190,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003191,obo.FOODON_00003658,is_a,,,
obo.FOODON_00003192,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003193,obo.FOODON_00002266,is_a,,,
obo.FOODON_00003194,UPPER_AND_2726,equivalent_to,,,
obo.FOODON_00001002,UPPER_AND_2726,member_of,,,
UPPER_NOT_1,UPPER_AND_2726,member_of,,,
UPPER_BLANK_2995,UPPER_NOT_1,member_of,,,
UPPER_BLANK_2995,UPPER_OR_16,obo.RO_0001000,SOME,,derives from
obo.FOODON_00002452,UPPER_OR_16,member_of,SOME,,
obo.FOODON_03411297,UPPER_OR_16,member_of,SOME,,
obo.FOODON_00003195,obo.FOODON_00003221,is_a,,,
obo.FOODON_00003195,obo.FOODON_00003617,is_a,,,
obo.FOODON_00003196,obo.FOODON_00003692,is_a,,,
obo.FOODON_00003197,obo.FOODON_00002689,is_a,,,
obo.FOODON_00003198,obo.FOODON_00003736,is_a,,,
obo.FOODON_00003199,obo.FOODON_03311552,is_a,,,
obo.FOODON_00003200,obo.FOODON_00002266,is_a,,,
obo.FOODON_00003201,obo.FOODON_00001605,is_a,,,
obo.FOODON_00003202,obo.FOODON_03301977,is_a,,,
obo.FOODON_00003202,obo.FOODON_03430130,is_a,,,
obo.FOODON_00003203,obo.FOODON_00002451,is_a,,,
UPPER_BLANK_2996,obo.FOODON_00003203,is_a,,,
UPPER_BLANK_2996,obo.FOODON_00003402,obo.OBI_0000293,SOME,,has_specified_input
UPPER_BLANK_2997,obo.FOODON_00003203,is_a,,,
UPPER_BLANK_2997,obo.FOODON_00003374,obo.OBI_0000299,SOME,,has_specified_output
obo.FOODON_00003204,obo.NCBITaxon_4640,is_a,,,
obo.FOODON_00003205,obo.FOODON_00002099,is_a,,,
obo.FOODON_00003206,UPPER_AND_2727,equivalent_to,,,
obo.PO_0009010,UPPER_AND_2727,member_of,,,
UPPER_AND_2727,UPPER_AND_2728,member_of,,,
UPPER_BLANK_2998,UPPER_AND_2728,member_of,,,
UPPER_BLANK_2998,obo.NCBITaxon_3818,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_2999,UPPER_AND_2728,member_of,,,
UPPER_BLANK_2999,obo.NCBITaxon_3818,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003206,UPPER_AND_2729,equivalent_to,,,
obo.PO_0009010,UPPER_AND_2729,member_of,,,
UPPER_BLANK_3000,UPPER_AND_2729,member_of,,,
UPPER_BLANK_3000,obo.FOODON_03301353,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003207,UPPER_AND_2730,equivalent_to,,,
obo.FOODON_00002744,UPPER_AND_2730,member_of,,,
obo.FOODON_03301353,UPPER_AND_2730,member_of,,,
obo.FOODON_00003208,obo.FOODON_00001070,is_a,,,
UPPER_BLANK_3001,obo.FOODON_00003208,is_a,,,
UPPER_BLANK_3001,obo.FOODON_03301415,obo.FOODON_00001563,SOME,,has defining ingredient
obo.FOODON_00003209,obo.FOODON_00001759,is_a,,,
obo.FOODON_00003210,obo.FOODON_03302776,is_a,,,
obo.FOODON_00003211,obo.FOODON_03310486,is_a,,,
obo.FOODON_00003212,obo.FOODON_00001174,is_a,,,
obo.FOODON_00003213,obo.FOODON_03310046,is_a,,,
obo.FOODON_00003214,obo.FOODON_00001174,is_a,,,
obo.FOODON_00003215,obo.FOODON_03460238,is_a,,,
obo.FOODON_00003216,obo.FOODON_00003118,is_a,,,
obo.FOODON_00003216,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003217,obo.FOODON_00001164,is_a,,,
obo.FOODON_00003217,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003218,obo.FOODON_00002338,is_a,,,
obo.FOODON_00003218,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003219,obo.FOODON_00001615,is_a,,,
obo.FOODON_00003219,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003220,obo.FOODON_03306632,is_a,,,
obo.FOODON_00003221,UPPER_AND_2731,equivalent_to,,,
obo.FOODON_00002689,UPPER_AND_2731,member_of,,,
UPPER_BLANK_3002,UPPER_AND_2731,member_of,,,
UPPER_BLANK_3002,obo.NCBITaxon_108881,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003222,obo.FOODON_00003221,is_a,,,
obo.FOODON_00003223,obo.FOODON_00002061,is_a,,,
obo.FOODON_00003223,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003224,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003225,UPPER_AND_2732,equivalent_to,,,
obo.FOODON_00002859,UPPER_AND_2732,member_of,,,
obo.FOODON_03302776,UPPER_AND_2732,member_of,,,
obo.FOODON_00003226,obo.FOODON_00001185,is_a,,,
obo.FOODON_00003226,obo.FOODON_03420307,is_a,,,
obo.FOODON_00003227,UPPER_AND_2733,equivalent_to,,,
obo.FOODON_00002851,UPPER_AND_2733,member_of,,,
obo.FOODON_03302776,UPPER_AND_2733,member_of,,,
obo.FOODON_00003228,obo.FOODON_00003756,is_a,,,
obo.FOODON_00003229,obo.FOODON_00001817,is_a,,,
obo.FOODON_00003230,obo.FOODON_03311153,is_a,,,
obo.FOODON_00003231,obo.FOODON_00002350,is_a,,,
obo.FOODON_00003232,obo.FOODON_00001931,is_a,,,
obo.FOODON_00003233,obo.FOODON_03315665,is_a,,,
obo.FOODON_00003234,obo.FOODON_00001180,is_a,,,
obo.FOODON_00003235,obo.FOODON_00003234,is_a,,,
obo.FOODON_00003236,obo.FOODON_00001931,is_a,,,
obo.FOODON_00003237,obo.FOODON_03301484,is_a,,,
obo.FOODON_00003237,obo.FOODON_03302116,is_a,,,
obo.FOODON_00003238,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003239,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003240,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003241,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003242,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003243,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003244,obo.FOODON_00002175,is_a,,,
obo.FOODON_00003245,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003246,obo.FOODON_00001605,is_a,,,
obo.FOODON_00003247,obo.FOODON_00001712,is_a,,,
obo.FOODON_00003247,obo.FOODON_00001946,is_a,,,
UPPER_BLANK_3003,obo.FOODON_00003247,is_a,,,
UPPER_BLANK_3003,obo.FOODON_03303689,obo.FOODON_00001301,SOME,,has food substance analog
UPPER_BLANK_3004,obo.FOODON_00003247,is_a,,,
UPPER_BLANK_3004,obo.FOODON_03411201,obo.RO_0001000,SOME,,derives from
UPPER_BLANK_3005,obo.FOODON_00003247,is_a,,,
UPPER_BLANK_3005,obo.FOODON_03400290,obo.RO_0002350,SOME,,member of
obo.FOODON_00003248,obo.FOODON_03301906,is_a,,,
obo.FOODON_00003249,obo.FOODON_00002301,is_a,,,
obo.FOODON_00003250,obo.FOODON_00001180,is_a,,,
UPPER_BLANK_3006,obo.FOODON_00003250,is_a,,,
UPPER_BLANK_3006,obo.FOODON_00002881,obo.FOODON_00002420,SOME,,has ingredient
obo.FOODON_00003251,obo.NCBITaxon_9913,is_a,,,
obo.FOODON_00003252,obo.FOODON_00002175,is_a,,,
obo.FOODON_00003253,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003254,obo.FOODON_00002347,is_a,,,
obo.FOODON_00003255,obo.FOODON_00002327,is_a,,,
obo.FOODON_00003256,obo.FOODON_03302111,is_a,,,
obo.FOODON_00003257,obo.FOODON_00003256,is_a,,,
obo.FOODON_00003258,obo.FOODON_00001014,is_a,,,
obo.FOODON_00003259,obo.FOODON_03311146,is_a,,,
obo.FOODON_00003260,obo.FOODON_03306648,is_a,,,
obo.FOODON_00003261,obo.FOODON_00003262,is_a,,,
obo.FOODON_00003262,obo.FOODON_00003288,is_a,,,
obo.FOODON_00003263,obo.FOODON_03303519,is_a,,,
obo.FOODON_00003264,obo.FOODON_03303519,is_a,,,
obo.FOODON_00003265,obo.FOODON_03420190,is_a,,,
obo.FOODON_00003266,UPPER_AND_2734,equivalent_to,,,
obo.FLOPO_0016496,UPPER_AND_2734,member_of,,,
UPPER_AND_2734,UPPER_AND_2735,member_of,,,
UPPER_BLANK_3007,UPPER_AND_2735,member_of,,,
UPPER_BLANK_3007,obo.NCBITaxon_3494,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_3008,UPPER_AND_2735,member_of,,,
UPPER_BLANK_3008,obo.NCBITaxon_3494,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003267,obo.FOODON_03412972,is_a,,,
obo.FOODON_00003268,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003269,obo.FOODON_03301906,is_a,,,
obo.FOODON_00003270,obo.FOODON_00001038,is_a,,,
obo.FOODON_00003271,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003272,obo.FOODON_00003288,is_a,,,
obo.FOODON_00003273,obo.FOODON_03301006,is_a,,,
obo.FOODON_00003274,obo.FOODON_00001244,is_a,,,
obo.FOODON_00003275,obo.FOODON_00001278,is_a,,,
obo.FOODON_00003276,obo.FOODON_00001278,is_a,,,
obo.FOODON_00003277,obo.FOODON_03310546,is_a,,,
UPPER_BLANK_3009,obo.FOODON_00003277,is_a,,,
UPPER_BLANK_3009,obo.FOODON_03307690,obo.FOODON_00001563,SOME,,has defining ingredient
obo.FOODON_00003278,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003279,obo.FOODON_03316563,is_a,,,
obo.FOODON_00003280,obo.FOODON_00002257,is_a,,,
obo.FOODON_00003281,obo.FOODON_03411222,is_a,,,
obo.FOODON_00003282,UPPER_AND_2736,equivalent_to,,,
obo.FOODON_00004298,UPPER_AND_2736,member_of,,,
obo.UBERON_0003100,UPPER_AND_2736,member_of,,,
obo.UBERON_0007023,UPPER_AND_2736,member_of,,,
obo.FOODON_00003283,obo.FOODON_03315615,is_a,,,
obo.FOODON_00003284,obo.FOODON_00003283,is_a,,,
obo.FOODON_00003284,obo.FOODON_00003320,is_a,,,
obo.FOODON_00003285,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003286,obo.FOODON_00001015,is_a,,,
obo.FOODON_00003286,obo.FOODON_00001143,is_a,,,
UPPER_BLANK_3010,obo.FOODON_00003286,is_a,,,
UPPER_BLANK_3010,obo.FOODON_03411387,obo.RO_0001000,SOME,,derives from
UPPER_BLANK_3011,obo.FOODON_00003286,is_a,,,
UPPER_BLANK_3011,obo.FOODON_03400152,obo.RO_0002350,SOME,,member of
obo.FOODON_00003287,obo.FOODON_00001242,is_a,,,
obo.FOODON_00003288,obo.FOODON_00002501,is_a,,,
obo.FOODON_00003289,UPPER_AND_2737,equivalent_to,,,
obo.FOODON_00001264,UPPER_AND_2737,member_of,,,
UPPER_BLANK_3012,UPPER_AND_2737,member_of,,,
UPPER_BLANK_3012,obo.FOODON_03301308,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003290,obo.FOODON_03316579,is_a,,,
obo.FOODON_00003291,UPPER_AND_2738,equivalent_to,,,
obo.FOODON_00001163,UPPER_AND_2738,member_of,,,
UPPER_BLANK_3013,UPPER_AND_2738,member_of,,,
UPPER_BLANK_3013,obo.FOODON_03304886,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003292,obo.FOODON_00001936,is_a,,,
obo.FOODON_00003293,obo.FOODON_03306174,is_a,,,
obo.FOODON_00003294,obo.FOODON_03301585,is_a,,,
obo.FOODON_00003295,obo.FOODON_00002314,is_a,,,
obo.FOODON_00003296,obo.FOODON_00003288,is_a,,,
obo.FOODON_00003297,obo.FOODON_00001286,is_a,,,
obo.FOODON_00003297,obo.FOODON_00001605,is_a,,,
obo.FOODON_00003298,obo.FOODON_00002294,is_a,,,
obo.FOODON_00003299,UPPER_AND_2739,equivalent_to,,,
obo.FOODON_00003580,UPPER_AND_2739,member_of,,,
obo.FOODON_03302008,UPPER_AND_2739,member_of,,,
obo.FOODON_00003300,obo.FOODON_00003296,is_a,,,
UPPER_BLANK_3014,obo.FOODON_00003300,is_a,,,
UPPER_BLANK_3014,obo.FOODON_03302735,obo.FOODON_00001563,SOME,,has defining ingredient
obo.FOODON_00003301,obo.FOODON_00001041,is_a,,,
obo.FOODON_00003302,obo.FOODON_00003301,is_a,,,
obo.FOODON_00003303,obo.FOODON_00003301,is_a,,,
obo.FOODON_00003304,obo.FOODON_00003301,is_a,,,
obo.FOODON_00003305,obo.FOODON_00003301,is_a,,,
obo.FOODON_00003306,obo.FOODON_03302500,is_a,,,
UPPER_BLANK_3015,obo.FOODON_00003306,is_a,,,
UPPER_BLANK_3015,obo.FOODON_03414507,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003307,obo.FOODON_03460238,is_a,,,
obo.FOODON_00003308,UPPER_AND_2740,equivalent_to,,,
obo.FOODON_00002812,UPPER_AND_2740,member_of,,,
UPPER_BLANK_3016,UPPER_AND_2740,member_of,,,
UPPER_BLANK_3016,obo.NCBITaxon_3891,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003309,obo.FOODON_00002712,is_a,,,
obo.FOODON_00003310,obo.FOODON_00004125,is_a,,,
obo.FOODON_00003311,obo.FOODON_00001594,is_a,,,
obo.FOODON_00003312,obo.FOODON_03411134,is_a,,,
obo.FOODON_00003313,obo.FOODON_03309927,is_a,,,
obo.FOODON_00003314,obo.FOODON_00001635,is_a,,,
obo.FOODON_00003315,obo.FOODON_03411486,is_a,,,
obo.FOODON_00003317,obo.FOODON_00001210,is_a,,,
obo.FOODON_00003318,UPPER_AND_2741,equivalent_to,,,
obo.FOODON_00001293,UPPER_AND_2741,member_of,,,
UPPER_BLANK_3017,UPPER_AND_2741,member_of,,,
UPPER_BLANK_3017,obo.FOODON_03412115,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003319,obo.FOODON_00001993,is_a,,,
obo.FOODON_00003320,obo.FOODON_00001995,is_a,,,
obo.FOODON_00003322,UPPER_AND_2742,equivalent_to,,,
obo.FOODON_00001151,UPPER_AND_2742,member_of,,,
UPPER_BLANK_3018,UPPER_AND_2742,member_of,,,
UPPER_BLANK_3018,obo.FOODON_00003323,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003323,obo.FOODON_00003732,is_a,,,
obo.FOODON_00003324,UPPER_AND_2743,equivalent_to,,,
obo.PO_0030109,UPPER_AND_2743,member_of,,,
UPPER_AND_2743,UPPER_AND_2744,member_of,,,
UPPER_BLANK_3019,UPPER_AND_2744,member_of,,,
UPPER_BLANK_3019,obo.NCBITaxon_2706,obo.RO_0002162,SOME,,in taxon
UPPER_BLANK_3020,UPPER_AND_2744,member_of,,,
UPPER_BLANK_3020,obo.NCBITaxon_2706,obo.RO_0002162,ONLY,,in taxon
obo.FOODON_00003324,UPPER_AND_2745,equivalent_to,,,
obo.PO_0030109,UPPER_AND_2745,member_of,,,
UPPER_BLANK_3021,UPPER_AND_2745,member_of,,,
UPPER_BLANK_3021,obo.NCBITaxon_2706,obo.RO_0001000,SOME,,derives from
obo.FOODON_00003325,obo.FOODON_00001286,is_a,,,
obo.FOODON_00003326,obo.FOODON_03301906,is_a,,,
UPPER_BLANK_3022,obo.FOODON_00003326,is_a,,,
UPPER_BLANK_3022,obo.FOODON_03306867,obo.FOODON_00001563,SOME,,has defining ingredient
UPPER_BLANK_3023,obo.FOODON_00003326,is_a,,,
UPPER_BLANK_3023,obo.FOODON_03316433,obo.FOODON_00001563,SOME,,has defining ingredient
obo.FOODON_00003327,obo.FOODON_00001286,is_a,,,
obo.FOODON_00003328,obo.FOODON_00003325,is_a,,,
obo.FOODON_00003329,obo.FOODON_00003325,is_a,,,
obo.FOODON_00003330,obo.GENEPIO_0002752,is_a,,,
obo.FOODON_00003331,obo.GENEPIO_0002752,is_a,,,
obo.FOODON_00003332,obo.FOODON_00002703,is_a,,,
obo.FOODON_00003333,obo.NCBITaxon_9823,is_a,,,
obo.FOODON_00003334,obo.IAO_0000032,is_a,,,
obo.FOODON_00003335,obo.IAO_0000032,is_a,,,
obo.FOODON_00003335,obo.OBI_0000679,is_a,,,
obo.FOODON_00003336,obo.IAO_0000032,is_a,,,
obo.FOODON_00003337,obo.IAO_0000032,is_a,,,
obo.FOODON_00003338,obo.IAO_0000032,is_a,,,
obo.FOODON_00003338,obo.OBI_0000679,is_a,,,
